101,-10215.177446878757
102,-10418.212670403553
103,-10623.247806848774
104,-10830.282856857086
105,-11039.317821063276
106,-11250.352700094407
107,-11463.387494569939
108,-11678.422205101855
109,-11895.456832294802
110,-12114.49137674619
111,-12335.525839046333
112,-12558.560219778561
113,-12783.594519519327
114,-13010.628738838328
115,-13239.662878298615
116,-13470.696938456698
117,-13703.730919862655
118,-13938.764823060234
119,-14175.79864858695
120,-14414.83239697419
121,-14655.866068747318
122,-14898.899664425751
123,-15143.933184523068
124,-15390.966629547096
125,-15640.0
126,-15891.033296378373
127,-16144.066519173319
128,-16399.09966887054
129,-16656.13274595042
130,-16915.165750888104
131,-17176.19868415357
132,-17439.23154621173
133,-17704.264337522472
134,-17971.29705854078
135,-18240.329709716756
136,-18511.362291495738
137,-18784.39480431834
138,-19059.42724862054
139,-19336.45962483374
140,-19615.49193338483
141,-19896.52417469626
142,-20179.556349186103
143,-20464.58845726812
144,-20751.620499351815
145,-21040.6524758425
146,-21331.68438714136
147,-21624.7162336455
148,-21919.748015748024
149,-22216.77973383806
150,-22515.81138830084
151,-22816.842979517754
152,-23119.87450786639
153,-23424.905973720586
154,-23731.937377450507
155,-24040.96871942267
156,-24352.0
157,-24665.03121954188
158,-24980.062378404207
159,-25297.09347693943
160,-25616.124515496598
161,-25937.155494421404
162,-26260.18641405624
163,-26585.217274740226
164,-26912.248076809272
165,-27241.2788205961
166,-27572.3095064303
167,-27905.34013463837
168,-28240.370705543744
169,-28577.401219466858
170,-28916.431676725155
171,-29257.462077633154
172,-29600.49242250247
173,-29945.522711641857
174,-30292.552945357245
175,-30641.583123951776
176,-30992.613247725836
177,-31345.643316977093
178,-31700.673332000533
179,-32057.70329308849
180,-32416.73320053068
181,-32777.76305461424
182,-33140.792855623746
183,-33505.82260384126
184,-33872.85229954635
185,-34241.88194301613
186,-34612.91153452529
187,-34985.9410743461
188,-35360.97056274848
189,-35738.0
190,-36117.029386365924
191,-36498.058722109236
192,-36881.08800749064
193,-37266.117242768625
194,-37653.146428199485
195,-38042.175564037316
196,-38433.204650534084
197,-38826.23368793962
198,-39221.26267650163
199,-39618.29161646579
200,-40017.32050807569

1,3
2,7
3,23
4,57
5,115
6,203
7,327
8,493
9,707
10,975
11,1303
12,1697
13,2163
14,2707
15,3335
16,4053
17,4867
18,5783
19,6807
20,7945
21,9203
22,10587
23,12103
24,13757
25,15555
26,17503
27,19607
28,21873
29,24307
30,26915
31,29703
32,32677
33,35843
34,39207
35,42775
36,46553
37,50547
38,54763
39,59207
40,63885
41,68803
42,73967
43,79383
44,85057
45,90995
46,97203
47,103687
48,110453
49,117507
50,124855
51,132503
52,140457
53,148723
54,157307
55,166215
56,175453
57,185027
58,194943
59,205207
60,215825
61,226803
62,238147
63,249863
64,261957
65,274435
66,287303
67,300567
68,314233
69,328307
70,342795
71,357703
72,373037
73,388803
74,405007
75,421655
76,438753
77,456307
78,474323
79,492807
80,511765
81,531203
82,551127
83,571543
84,592457
85,613875
86,635803
87,658247
88,681213
89,704707
90,728735
91,753303
92,778417
93,804083
94,830307
95,857095
96,884453
97,912387
98,940903
99,970007
100,999705
101,1030003
102,1060907
103,1092423
104,1124557
105,1157315
106,1190703
107,1224727
108,1259393
109,1294707
110,1330675
111,1367303
112,1404597
113,1442563
114,1481207
115,1520535
116,1560553
117,1601267
118,1642683
119,1684807
120,1727645
121,1771203
122,1815487
123,1860503
124,1906257
125,1952755
126,2000003
127,2048007
128,2096773
129,2146307
130,2196615
131,2247703
132,2299577
133,2352243
134,2405707
135,2459975
136,2515053
137,2570947
138,2627663
139,2685207
140,2743585
141,2802803
142,2862867
143,2923783
144,2985557
145,3048195
146,3111703
147,3176087
148,3241353
149,3307507
150,3374555
151,3442503
152,3511357
153,3581123
154,3651807
155,3723415
156,3795953
157,3869427
158,3943843
159,4019207
160,4095525
161,4172803
162,4251047
163,4330263
164,4410457
165,4491635
166,4573803
167,4656967
168,4741133
169,4826307
170,4912495
171,4999703
172,5087937
173,5177203
174,5267507
175,5358855
176,5451253
177,5544707
178,5639223
179,5734807
180,5831465
181,5929203
182,6028027
183,6127943
184,6228957
185,6331075
186,6434303
187,6538647
188,6644113
189,6750707
190,6858435
191,6967303
192,7077317
193,7188483
194,7300807
195,7414295
196,7528953
197,7644787
198,7761803
199,7880007
200,7999405

1,4.795831523312719
2,4.58257569495584
3,5.0
4,6.4031242374328485
5,8.660254037844387
6,11.532562594670797
7,14.866068747318506
8,18.57417562100671
9,22.60530911091463
10,26.92582403567252
11,31.51190251317746
12,36.345563690772494
13,41.41255848169731
14,46.70117771534247
15,52.20153254455275
16,57.905094767213704
17,63.80438856379708
18,69.8927750200262
19,76.16429609731846
20,82.61355820929153
21,89.23564310296643
22,96.0260381354974
23,102.9805806936434
24,110.09541316512691
25,117.36694594305503
26,124.79182665543445
27,132.36691429507601
28,140.089257261219
29,147.95607456268905
30,155.96473960482223
31,164.11276610916045
32,172.39779580957526
33,180.8175876401408
34,189.3700081850344
35,198.0530232033836
36,206.86469007542104
37,215.8031510427964
38,224.8666271370654
39,234.05341270744162
40,243.36187047275914
41,252.79042703393654
42,262.33756879257686
43,272.0018382290826
44,281.7818305001229
45,291.6761903207048
46,301.6836091006603
47,311.80282230922796
48,322.03260704469045
49,332.3717797888383
50,342.819194328439
51,353.37373982796174
52,364.0343390396021
53,374.79994663820327
54,385.66954767002284
55,396.642156105475
56,407.7168134870084
57,418.8925876641887
58,430.16857160885195
59,441.5438823038997
60,453.01765969992823
61,464.5890657344402
62,476.25728340887343
63,488.0215159191242
64,499.8809858356287
65,511.83493432941833
66,523.882620440877
67,536.0233203882085
68,548.2563269128775
69,560.5809486595134
70,572.9965095879729
71,585.502348415444
72,598.0978180866404
73,610.7822852702917
74,623.5551298802696
75,636.4157446198201
76,649.3635345474829
77,662.3979166633904
78,675.5183195147264
79,688.7241828192183
80,702.0149571056161
81,715.3901033701823
82,728.8490927482862
83,742.3914062002603
84,756.0165342107274
85,769.7239765006674
86,783.5132417515355
87,797.3838473407898
88,811.33531908823
89,825.367191012582
90,839.4790050978047
91,853.6703110686233
92,867.9406661748255
93,882.2896349838867
94,896.7167891815119
95,911.2217073797134
96,925.8039749320587
97,940.4631837557491
98,955.1989321602072
99,970.0108246818692
100,984.8984719248984
101,999.8614904075464
102,1014.899502413909
103,1030.0121358508354
104,1045.1990241097626
105,1060.4598059332566
106,1075.7941252860605
107,1091.2016312304522
108,1106.681977805729
109,1122.2348239116445
110,1137.8598331956357
111,1153.5566739436777
112,1169.325018974622
113,1185.164545537876
114,1201.0749352142855
115,1217.055873820097
116,1233.1070513138752
117,1249.2281617062592
118,1265.4189029724505
119,1281.6789769673217
120,1298.0080893430518
121,1314.405949469189
122,1330.872270355048
123,1347.4067685743603
124,1364.0091641920885
125,1380.6791806933281
126,1397.4165449142213
127,1414.220986974808
128,1431.0922402137467
129,1448.030041124838
130,1465.0341292952871
131,1482.1042473456448
132,1499.240140871368
133,1516.4415583859472
134,1533.7082512655397
135,1551.039973695069
136,1568.4364826157291
137,1585.897537673856
138,1603.4229011711166
139,1621.0123380159696
140,1638.665615676365
141,1656.3825041336315
142,1674.162775837523
143,1692.0062056623788
144,1709.9125708643703
145,1727.8816510397928
146,1745.9132280843742
147,1764.0070861535676
148,1782.1630116237964
149,1800.380793054625
150,1818.6602211518236
151,1837.0010887313051
152,1855.403190683901
153,1873.8663239409582
154,1892.3902874407277
155,1910.9748820955235
156,1929.6199107596294
157,1948.325178197931
158,1967.090491055254
159,1985.9156578263842
160,2004.800488826756
161,2023.7447961637852
162,2042.7483937088286
163,2061.811097069758
164,2080.932723564123
165,2100.1130921928943
166,2119.352023614765
167,2138.6493401210028
168,2158.004865610826
169,2177.418425567305
170,2196.889847033756
171,2216.418958590636
172,2236.0055903329044
173,2255.649573847853
174,2275.3507421933878
175,2295.1089298767497
176,2314.923972833665
177,2334.795708407911
178,2354.7239753312915
179,2374.7086137040055
180,2394.7494649754076
181,2414.8463719251376
182,2434.9991786446253
183,2455.2077305189473
184,2475.4718742090367
185,2495.791457634231
186,2516.166329955156
187,2536.59634155693
188,2557.0813440326847
189,2577.621190167399
190,2598.215733922031
191,2618.864830417943
192,2639.568335921614
193,2660.3261078296396
194,2681.138004653994
195,2702.0038860075683
196,2722.9236125899674
197,2743.897046173562
198,2764.9240495897893
199,2786.004486715698
200,2807.1382224607323

